,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
899,901,20,3,7340,1,0,3,0,4,0,12,2,2,0,2,4,6,1971,1971,1,0,6,6,2,0,3,4,1,3,3,3,0,322,5,0,536,858,1,4,1,4,0,0,858,0,0,1,0,2,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,6,2007,8,4,11.60823564
900,902,20,3,8712,1,0,3,0,4,0,12,2,2,0,2,5,7,1957,2000,3,0,8,8,2,0,3,2,1,3,3,2,1,860,5,0,132,992,1,4,1,4,0,0,1306,1,0,1,0,2,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,5,2009,8,4,11.9381932
901,903,60,3,7875,1,3,3,0,4,0,8,2,2,0,5,7,5,2003,2003,1,0,12,13,2,0,2,4,2,2,3,3,5,0,5,0,783,783,1,0,1,4,702,0,1509,0,0,2,1,3,1,2,6,1,1,0,2,4,4,2,0,75,0,0,0,0,0,7,2006,8,4,12.10071213
902,904,20,3,14859,1,0,1,0,1,0,8,2,2,0,2,7,5,2006,2006,3,0,12,13,1,27,2,4,2,2,3,3,5,0,5,0,1670,1670,1,0,1,4,0,0,1670,0,0,2,0,3,1,2,6,1,1,1,3,4,4,2,144,60,0,0,0,0,0,8,2006,6,5,12.3883942
903,905,20,3,6173,1,0,3,0,4,0,19,2,2,0,2,5,6,1967,1967,1,0,6,14,1,75,3,4,1,3,3,3,2,599,5,0,277,876,1,4,1,4,0,0,902,0,0,1,0,3,1,3,6,0,1,2,1,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,11.74006104
904,906,20,3,9920,1,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,0,6,6,3,110,3,4,1,3,3,3,4,354,3,290,412,1056,1,4,1,4,0,0,1063,1,0,1,0,3,1,3,6,0,1,1,1,4,4,2,0,0,164,0,0,0,0,2,2010,8,4,11.75978554
905,907,20,3,13501,1,0,3,0,0,0,21,2,2,0,2,8,5,2006,2006,1,0,12,13,3,208,2,4,2,2,3,3,2,63,5,0,1560,1623,1,0,1,4,0,0,1636,1,0,2,0,3,1,2,6,1,1,1,3,4,4,2,0,60,0,0,0,0,0,6,2007,8,4,12.44901882
906,908,50,3,11500,1,0,3,0,4,0,6,2,2,0,0,7,7,1936,1987,1,0,3,3,2,0,2,4,1,2,3,3,4,223,5,0,794,1017,1,2,1,4,1037,0,2057,0,0,1,1,3,1,2,6,1,1,0,1,1,4,2,0,0,0,0,322,0,0,6,2006,8,4,12.4292162
907,909,20,3,8885,1,0,2,0,4,1,11,2,2,0,2,5,5,1983,1983,1,0,6,6,2,0,3,4,1,2,3,0,1,301,0,324,239,864,1,4,1,4,0,0,902,1,0,1,0,2,1,3,6,0,1,2,2,4,4,2,164,0,0,0,0,0,0,6,2006,8,4,11.7829526
908,910,60,3,12589,1,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,0,12,13,2,0,2,4,2,2,3,3,5,0,5,0,742,742,1,0,1,4,742,0,1484,0,0,2,1,3,1,2,6,1,1,0,2,4,4,2,36,24,0,0,0,0,0,6,2009,8,4,12.06681058
909,911,90,3,11600,1,3,3,0,0,0,12,1,2,2,5,5,5,1960,1960,1,0,8,8,1,361,3,4,1,3,3,3,4,443,5,0,662,1105,1,4,1,0,1169,0,2274,0,0,2,0,5,2,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,1,2010,8,4,11.94665404
910,912,20,3,9286,1,0,3,0,1,1,5,2,2,0,2,5,7,1977,1989,1,0,6,10,2,0,3,4,1,2,1,0,0,196,5,0,1072,1268,1,4,1,4,0,0,1268,0,0,1,1,3,1,2,6,0,5,2,1,4,4,2,173,0,0,0,0,0,0,10,2009,8,4,11.87409031
911,913,30,4,6120,1,3,3,0,4,0,3,2,2,0,2,5,7,1925,1950,1,0,8,8,2,0,3,4,0,3,3,3,4,489,5,0,279,768,1,4,0,4,0,0,1015,0,0,1,0,3,1,3,2,0,5,2,1,4,4,2,0,0,112,0,120,0,620,7,2006,8,0,11.38509209
912,914,90,2,6270,1,3,1,0,4,0,6,2,2,2,5,5,6,1949,1950,1,0,8,8,2,0,3,4,1,3,3,3,1,284,5,0,717,1001,1,4,0,0,1001,0,2002,0,0,2,0,4,2,3,6,0,0,2,3,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,11.88448902
913,915,160,1,3000,1,3,3,0,4,0,21,2,2,4,5,6,5,2009,2009,1,0,12,13,3,76,2,4,2,2,3,0,2,294,5,0,318,612,1,0,1,4,612,0,1224,0,0,2,1,2,1,2,6,0,5,1,2,4,4,2,0,234,0,0,0,0,0,6,2009,6,5,12.06527492
914,916,160,4,2001,1,3,3,0,4,0,10,2,2,3,5,4,5,1970,1970,1,0,5,5,1,80,3,4,1,3,3,3,5,0,5,0,546,546,1,1,1,4,546,0,1092,0,0,1,1,3,1,3,6,0,1,2,1,4,4,2,0,0,0,0,0,0,0,1,2007,8,4,11.22524339
915,917,20,0,9000,1,3,3,0,4,0,9,2,2,0,2,2,3,1949,1950,1,0,0,0,2,0,3,4,1,3,3,0,1,50,5,0,430,480,1,4,0,0,0,0,480,1,0,0,0,1,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,10,2006,8,0,10.47194981
916,918,20,3,17140,1,3,3,0,4,0,7,2,2,0,2,4,6,1956,1956,1,0,12,13,2,0,3,4,1,3,3,3,0,1059,5,0,75,1134,1,0,1,0,0,0,1229,0,0,1,0,3,1,3,6,0,1,1,1,4,4,2,0,0,0,0,0,0,0,4,2009,8,4,11.81303006
917,919,60,3,13125,1,0,3,0,0,0,20,2,2,0,5,7,5,1991,1991,1,0,6,6,2,0,2,4,2,0,3,2,1,48,2,634,422,1104,1,0,1,4,1215,0,2127,1,0,2,1,4,1,2,6,1,1,1,3,4,4,2,72,192,224,0,0,0,0,11,2007,8,4,12.38002595
918,920,20,3,11029,1,0,3,0,0,0,12,2,2,0,2,6,8,1958,2002,3,0,8,8,2,0,0,4,1,2,3,3,0,528,1,411,245,1184,1,0,1,4,0,0,1414,1,0,1,0,3,1,3,2,1,1,2,2,4,4,2,0,51,0,0,190,0,0,5,2008,8,4,12.08107616
919,921,60,3,8462,1,0,3,0,4,0,20,2,2,0,5,6,5,1994,1994,1,0,6,6,1,105,2,2,2,2,1,3,2,814,5,0,114,928,1,0,1,4,785,0,1721,0,1,2,1,3,1,2,6,0,1,1,2,4,4,2,300,87,0,0,0,0,0,7,2007,8,4,12.21106019
920,922,90,3,8777,1,3,3,0,4,0,7,1,2,2,0,5,7,1900,2003,1,0,8,8,2,0,3,4,1,3,3,3,0,1084,5,0,188,1272,1,2,1,4,928,0,2200,2,0,2,2,4,2,3,6,0,1,2,0,4,4,0,0,70,0,0,0,0,0,9,2008,8,4,11.89067673
921,923,20,3,10237,1,3,3,0,4,0,8,6,2,0,2,6,5,2005,2006,1,0,12,13,2,0,2,4,2,2,3,3,2,28,5,0,1288,1316,1,0,1,4,0,0,1316,0,0,2,0,3,1,2,6,1,1,0,2,4,4,2,100,0,0,23,0,0,0,10,2006,6,5,12.04349489
922,924,120,3,8012,1,3,3,0,4,0,20,2,2,4,2,6,5,1993,1994,1,0,9,10,2,0,2,4,2,2,3,3,3,165,2,841,598,1604,1,0,1,4,0,0,1617,1,0,2,0,2,1,2,6,1,1,1,2,4,4,2,0,69,0,0,0,0,0,7,2008,8,4,12.17044547
923,925,20,3,10240,1,3,3,0,4,0,14,2,2,0,2,6,6,1980,1980,1,0,9,10,1,157,3,2,1,2,3,3,1,625,3,1061,0,1686,1,4,1,4,0,0,1686,1,0,2,0,3,1,3,6,1,1,2,2,4,4,2,384,131,0,0,0,0,0,5,2006,8,4,12.24288662
924,926,20,3,15611,1,0,3,0,0,0,14,2,2,0,2,5,6,1977,1977,1,0,12,13,2,0,3,4,2,2,3,0,0,767,3,93,266,1126,1,4,1,4,0,0,1126,0,1,2,0,3,1,0,6,0,1,1,2,4,4,2,180,0,0,0,0,0,0,3,2008,8,0,12.07254125
925,927,60,3,11999,1,3,3,0,4,0,16,2,2,0,5,8,5,2003,2004,3,0,12,13,1,340,2,4,2,2,3,3,5,0,5,0,1181,1181,1,0,1,4,1140,0,2374,0,0,2,1,4,1,0,6,1,3,0,3,4,4,2,104,100,0,0,0,0,0,5,2007,8,4,12.56024446
926,928,60,3,9900,1,3,3,0,4,0,14,1,2,0,5,7,5,1968,1968,1,0,8,8,1,342,3,4,1,3,3,3,1,552,5,0,280,832,1,2,1,4,880,0,1978,0,0,2,1,4,1,3,6,1,1,1,2,4,4,2,0,43,0,0,0,0,0,4,2008,8,4,12.07823927
927,929,20,3,11838,1,3,3,0,4,0,5,2,2,0,2,8,5,2001,2001,3,0,12,13,2,0,2,4,2,2,3,0,5,0,5,0,1753,1753,1,0,1,4,0,0,1788,0,0,2,0,3,1,0,6,1,1,1,2,4,4,2,202,151,0,0,0,0,0,6,2009,8,4,12.37370349
928,930,60,3,13006,1,0,3,0,0,0,8,2,2,0,5,7,5,1997,1997,1,0,6,6,1,285,3,4,2,2,3,3,5,0,5,0,964,964,1,2,1,4,1243,0,2236,0,0,2,1,4,1,2,6,1,3,0,2,4,4,2,0,0,0,0,0,0,0,11,2006,8,4,12.31043266
929,931,20,3,8925,1,0,1,0,4,0,23,2,2,0,2,8,5,2007,2007,1,0,12,13,2,0,2,4,2,2,3,0,2,16,5,0,1450,1466,1,0,1,4,0,0,1466,0,0,2,0,3,1,2,6,0,1,0,3,4,4,2,100,18,0,0,0,0,0,7,2009,8,4,12.21106019
930,932,20,3,9100,1,3,3,0,4,0,12,2,2,0,2,5,6,1965,1965,1,0,12,13,2,0,3,4,1,3,3,3,1,338,4,466,121,925,1,0,1,4,0,0,925,0,1,1,0,2,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,11.67419361
931,933,20,3,11670,1,0,3,0,0,0,21,8,2,0,2,9,5,2006,2006,3,0,12,7,3,302,0,4,2,0,1,3,5,0,5,0,1905,1905,1,0,1,4,0,0,1905,0,0,2,0,3,1,0,6,1,1,0,3,4,4,2,0,191,0,0,0,0,0,3,2007,8,4,12.67607627
932,934,20,3,8487,1,3,3,0,2,0,5,2,2,0,2,7,5,2004,2004,1,0,12,13,1,210,2,4,2,2,3,0,2,20,5,0,1480,1500,1,0,1,4,0,0,1500,0,0,2,0,3,1,2,6,0,1,1,2,4,4,2,192,36,0,0,0,0,0,8,2009,8,4,12.15477935
933,935,20,3,27650,1,1,1,0,4,1,12,3,2,0,2,7,7,1960,2007,0,4,13,14,2,0,3,4,1,2,3,1,2,425,5,0,160,585,1,0,1,4,0,0,2069,1,0,2,0,4,1,2,6,1,1,1,2,4,4,2,0,0,0,0,0,0,0,11,2008,8,4,12.39669301
934,936,30,3,5825,1,0,3,0,4,0,3,2,2,0,2,4,5,1926,1953,1,0,8,8,1,108,3,2,2,1,3,2,5,0,5,0,600,600,1,2,1,4,0,0,747,0,0,1,0,1,1,3,6,0,5,2,2,4,4,2,0,0,32,0,0,0,0,6,2006,8,4,11.28853113
935,937,20,3,10083,1,3,3,0,4,0,20,2,2,0,2,7,5,2003,2003,1,0,12,13,2,103.6852617,2,4,2,2,3,3,2,833,5,0,343,1176,1,0,1,4,0,0,1200,1,0,2,0,2,1,2,6,0,1,1,2,4,4,2,0,41,0,0,0,0,0,8,2009,8,4,12.12757042
936,938,60,3,9675,1,3,3,0,4,0,21,2,2,0,5,7,5,2005,2005,1,0,12,13,2,0,2,4,2,2,3,2,2,341,5,0,772,1113,1,0,1,4,858,0,1971,0,0,2,1,3,1,2,6,1,1,1,2,4,4,2,0,48,0,0,0,0,0,2,2009,8,4,12.44114477
937,939,60,3,8760,1,3,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,0,12,13,2,0,2,4,2,2,1,2,2,464,5,0,927,1391,1,0,1,4,571,0,1962,0,0,2,1,3,1,2,6,0,1,1,3,4,4,2,0,90,0,0,0,0,0,8,2006,6,5,12.38755635
938,940,70,3,24090,1,3,3,0,4,0,4,2,2,0,5,7,7,1940,1950,1,0,8,8,2,0,3,2,1,3,3,2,5,0,5,0,1032,1032,1,0,1,4,1196,0,2403,0,0,2,0,4,1,3,6,2,1,2,1,4,4,2,56,0,318,0,0,0,0,6,2010,0,4,12.40656151
939,941,90,3,12640,1,0,3,0,4,0,11,2,2,2,2,6,5,1976,1976,1,0,9,10,2,0,3,4,1,3,3,1,4,936,3,396,396,1728,1,4,1,4,0,0,1728,0,0,2,0,4,2,3,6,0,1,2,2,4,4,2,40,0,0,0,0,0,0,7,2006,8,4,11.92437264
940,942,60,3,8755,1,0,3,0,2,0,8,8,2,0,5,7,5,1999,1999,1,0,12,13,1,298,2,4,2,2,3,3,0,772,5,0,220,992,1,0,1,4,1038,0,2060,1,0,2,1,3,1,2,6,1,3,1,2,4,4,2,0,0,0,168,0,0,0,6,2009,8,4,12.27373129
941,943,90,3,7711,1,0,3,0,4,0,7,2,2,2,2,4,3,1977,1977,1,0,8,8,2,0,3,4,2,2,3,1,2,1440,5,0,0,1440,1,4,1,4,0,0,1440,2,0,2,0,4,2,3,6,0,1,2,0,4,4,0,321,0,0,0,0,0,0,8,2007,7,0,11.91839057
942,944,90,3,25000,1,3,2,0,4,0,11,2,2,2,2,5,4,1967,1967,1,0,6,10,2,0,3,4,1,3,3,0,5,0,5,0,1632,1632,1,4,1,4,0,0,1632,0,0,2,0,4,2,3,6,0,1,2,2,4,4,1,0,0,0,0,0,0,0,6,2007,8,4,11.87059991
943,945,20,3,14375,1,0,3,1,1,0,23,2,2,0,7,6,6,1958,1958,1,0,6,6,1,541,3,4,1,3,3,3,2,111,4,354,354,819,1,2,1,0,0,0,1344,0,1,1,0,3,1,2,6,1,2,1,2,4,4,2,0,118,0,0,233,0,0,1,2009,0,0,11.8313792
944,946,50,4,8820,1,3,3,0,0,0,17,2,2,0,0,5,6,1890,1996,3,0,12,13,2,0,3,4,0,3,3,3,3,1088,5,0,0,1088,1,4,1,4,561,120,1869,0,0,1,0,2,1,3,6,0,5,2,2,4,4,2,48,0,244,0,0,0,0,9,2009,8,4,11.7352687
945,947,80,3,8163,1,3,3,0,4,0,12,2,2,0,7,5,6,1959,1959,1,0,6,6,1,128,3,2,1,3,3,0,0,748,1,294,102,1144,1,4,1,4,0,0,1144,1,0,1,0,3,1,3,6,1,1,1,1,4,4,2,86,0,0,0,0,0,0,3,2006,8,4,11.87059991
946,948,20,3,14536,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2003,3,0,12,13,1,236,2,4,2,2,3,0,2,1300,5,0,316,1616,1,0,1,4,0,0,1629,1,0,2,0,3,1,2,6,1,1,0,3,4,4,2,0,252,0,0,0,0,0,11,2007,8,4,12.50617724
947,949,60,3,14006,1,0,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,0,12,13,1,144,2,4,2,2,3,3,5,0,5,0,936,936,1,0,1,4,840,0,1776,0,0,2,1,3,1,2,6,1,1,1,2,4,4,2,144,96,0,0,0,0,0,2,2006,8,4,12.16785143
948,950,20,3,9360,1,3,3,0,4,0,14,2,2,0,2,6,7,1972,2006,3,0,9,10,2,0,3,4,1,3,3,3,0,982,5,0,179,1161,1,4,1,4,0,0,1381,1,0,1,1,3,1,2,6,1,1,1,2,4,4,2,0,0,0,0,0,0,0,3,2010,8,4,12.19349386
949,951,20,3,7200,1,3,3,0,4,0,12,2,2,0,2,5,8,1950,2002,1,0,12,13,2,0,3,4,1,3,3,3,0,398,1,149,317,864,1,2,1,4,0,0,864,1,0,1,0,3,1,2,6,0,5,1,2,4,4,2,194,0,0,0,0,0,0,7,2007,8,4,11.76756768
950,952,20,2,7800,1,3,3,0,0,0,20,2,2,0,2,5,5,1965,1965,1,0,12,13,2,0,3,4,1,3,3,3,1,641,5,0,187,828,1,2,1,4,0,0,965,1,0,1,0,3,1,3,6,0,5,2,1,4,4,2,421,0,0,0,0,0,0,7,2006,8,0,11.69441334
951,953,85,3,7200,1,3,3,0,4,0,5,2,2,0,6,5,8,1972,2003,1,0,14,6,2,0,3,2,1,2,3,0,2,660,5,0,108,768,1,2,1,4,0,0,768,0,1,1,0,2,1,3,6,0,5,0,1,4,4,2,192,0,0,0,0,0,0,4,2009,8,4,11.80484853
952,954,60,3,11075,1,0,3,0,4,1,11,2,2,0,5,5,4,1969,1969,1,0,6,6,1,232,3,4,1,3,3,0,0,562,3,193,29,784,1,0,1,4,800,0,1968,0,1,2,1,4,1,3,3,1,1,1,2,4,4,2,305,189,0,0,0,0,400,9,2008,8,4,12.05524976
953,955,90,3,9400,1,0,3,0,1,0,7,2,2,2,6,6,5,1975,1975,0,4,14,10,1,250,3,4,1,2,1,1,2,945,5,0,0,945,1,4,1,4,0,0,980,0,2,2,0,4,0,3,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,10,2006,8,1,11.75587164
954,956,90,2,7136,1,0,1,0,4,0,6,2,2,2,5,6,6,1946,1950,1,0,8,8,1,423,3,4,1,2,3,3,4,484,5,0,495,979,1,4,0,1,979,0,1958,0,0,2,0,4,2,3,6,0,1,2,2,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,11.88448902
955,957,160,4,1300,1,3,3,0,4,0,1,2,2,4,5,6,6,1980,1980,1,0,8,8,2,0,3,4,1,2,3,3,0,285,5,0,276,561,1,4,1,4,668,0,1229,0,0,1,1,2,1,3,6,1,1,0,2,4,4,2,150,0,0,0,0,0,0,5,2009,8,4,11.72803684
956,958,20,3,7420,1,3,3,0,4,0,19,2,2,0,2,5,5,1962,1962,3,0,8,8,2,0,3,4,1,3,3,3,4,417,5,0,640,1057,1,4,1,4,0,0,1057,0,0,1,0,3,1,3,6,0,5,0,2,4,4,2,0,0,0,0,0,0,0,4,2007,8,4,11.7905572
957,959,20,3,8450,1,3,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,0,12,13,2,0,2,4,2,2,3,2,2,699,5,0,638,1337,1,0,1,4,0,0,1337,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,0,39,0,0,0,0,0,10,2007,8,4,12.1281111
958,960,160,1,2572,1,3,3,0,2,0,21,2,2,3,5,7,5,1999,1999,3,0,8,8,2,0,2,4,2,2,3,3,0,604,5,0,92,696,1,0,1,4,720,0,1416,1,0,2,1,3,1,2,6,0,5,2,2,4,4,2,0,44,0,0,0,0,0,5,2010,8,4,11.9511804
959,961,20,3,7207,1,0,3,0,4,0,3,2,2,0,2,5,7,1958,2008,1,0,13,10,2,0,3,2,1,3,3,1,1,696,5,0,162,858,1,2,1,4,0,0,858,1,0,1,0,2,1,3,6,0,1,2,0,4,4,2,117,0,0,0,0,0,0,2,2010,8,4,11.66564655
960,962,60,3,12227,1,0,3,0,0,0,14,4,2,0,5,6,7,1977,1995,1,0,6,6,1,424,3,2,1,2,1,3,0,896,5,0,434,1330,1,4,1,4,1330,0,2872,1,0,2,1,4,1,3,6,1,1,0,2,4,4,2,550,282,0,0,0,0,0,7,2008,8,4,12.51355735
961,963,160,3,2308,1,3,3,0,0,0,13,2,2,4,5,6,6,1976,1976,1,0,9,2,2,0,3,4,1,2,3,3,0,556,5,0,248,804,1,4,1,4,744,0,1548,1,0,2,1,3,1,2,6,1,5,2,2,4,4,2,48,0,0,0,0,0,0,7,2007,8,4,11.9511804
962,964,20,3,11923,1,0,3,0,0,0,5,2,2,0,2,9,5,2007,2007,1,0,12,13,2,0,2,4,2,0,3,3,5,0,5,0,1800,1800,1,0,1,4,0,0,1800,0,0,2,0,2,1,0,6,0,1,0,2,4,4,2,288,136,0,0,0,0,0,5,2009,8,4,12.38421883
963,965,60,3,11316,1,3,3,0,0,0,23,2,2,0,5,7,5,2002,2003,1,0,12,13,1,44,2,4,2,2,3,3,2,624,5,0,193,817,1,0,1,4,1070,0,1894,1,0,2,1,4,1,2,6,1,3,0,2,4,4,2,0,40,0,0,0,0,0,2,2010,8,4,12.27792808
964,966,60,3,10237,1,3,3,0,4,0,8,6,2,0,5,6,5,2005,2007,1,0,12,13,2,0,2,4,2,2,3,3,5,0,5,0,783,783,1,0,1,4,701,0,1484,0,0,2,1,3,1,2,6,1,1,0,2,4,4,2,0,72,0,0,0,0,0,7,2007,6,5,12.09458227
965,967,50,3,9600,1,0,1,0,4,0,6,2,2,0,0,5,7,1940,1950,1,0,8,8,2,0,2,2,0,3,0,3,4,428,5,0,300,728,1,0,1,4,332,0,1308,1,0,1,1,2,1,3,3,2,5,2,1,4,4,2,0,70,0,0,0,0,0,6,2009,8,4,11.98292909
966,968,20,3,7390,1,0,3,0,4,0,12,2,2,0,2,5,7,1955,1955,3,0,13,14,1,151,3,4,1,3,3,3,0,902,5,0,196,1098,1,4,1,4,0,0,1098,1,0,1,0,3,1,3,6,0,1,2,1,4,4,2,0,0,0,0,0,0,0,7,2008,8,4,11.81303006
967,969,50,4,5925,1,3,3,0,4,0,17,2,2,0,0,3,6,1910,1950,1,0,12,13,2,0,3,4,0,3,3,3,5,0,5,0,600,600,3,1,0,4,368,0,968,0,0,1,0,2,1,3,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,5,2009,8,0,10.54270639
968,970,190,3,10382,1,3,3,0,4,0,12,2,2,1,7,6,5,1958,1958,3,0,6,6,1,105,3,1,1,3,3,1,0,513,5,0,75,588,1,4,1,4,0,0,1095,1,0,1,0,2,1,3,6,0,1,1,1,4,4,2,0,0,0,0,0,0,0,3,2006,3,4,11.8493977
969,971,50,3,10800,1,3,3,0,4,0,12,2,2,0,0,4,4,1949,1950,1,0,0,0,2,0,3,4,1,3,3,3,5,0,5,0,720,720,1,4,0,0,472,0,1192,0,0,1,1,4,1,3,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,12,2006,8,0,11.81303006
970,972,160,3,2268,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,0,12,15,3,106,2,4,2,2,3,3,2,567,5,0,197,764,1,0,1,4,862,0,1626,0,0,2,0,2,1,2,6,0,3,1,2,4,4,2,0,27,0,0,0,0,0,7,2009,8,4,12.06104687
971,973,120,3,7892,1,3,3,0,4,0,20,2,2,4,2,6,5,1979,1979,1,0,9,10,2,0,3,4,1,2,3,3,5,0,5,0,918,918,1,4,1,4,0,0,918,0,0,2,0,2,1,3,6,1,1,2,1,4,4,2,28,0,0,0,0,0,0,4,2010,8,4,11.50791292
972,974,20,1,11639,1,3,3,0,0,0,21,2,2,0,2,7,5,2007,2008,1,0,5,5,2,103.6852617,2,4,2,2,3,3,5,0,5,0,1428,1428,1,0,1,4,0,0,1428,0,0,2,0,3,1,2,6,0,1,0,2,4,4,2,0,120,0,0,0,0,0,12,2008,6,5,12.11176197
973,975,70,3,11414,1,0,3,0,0,0,3,6,1,0,5,7,8,1910,1993,1,0,6,6,2,0,3,2,0,2,3,3,5,0,5,0,728,728,1,4,0,4,883,0,2019,0,0,1,0,3,1,2,6,0,5,2,2,4,4,2,509,135,0,0,0,0,0,10,2009,8,4,12.02873863
974,976,160,1,2651,1,3,3,0,2,0,21,2,2,3,5,7,5,2000,2000,1,0,8,8,2,0,2,4,2,2,3,3,2,641,5,0,32,673,1,0,1,4,709,0,1382,1,0,2,1,3,1,2,6,0,5,2,2,4,4,2,153,50,0,0,0,0,0,4,2006,8,4,12.01370075
975,977,30,3,5900,1,0,0,0,4,0,3,2,2,0,2,4,7,1923,1958,1,0,13,14,2,0,3,4,2,2,3,3,5,0,5,0,440,440,1,4,1,0,0,0,869,0,0,1,0,2,1,1,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,8,2006,8,4,11.35627165
976,978,120,1,4274,1,0,3,0,4,0,21,2,2,4,2,7,5,2006,2007,1,0,12,13,2,103.6852617,2,4,2,2,3,3,2,1106,5,0,135,1241,1,0,1,4,0,0,1241,1,0,1,1,1,1,2,6,0,1,0,2,4,4,2,0,116,0,0,0,0,0,11,2007,6,5,12.20557252
977,979,20,3,9450,1,3,0,0,4,1,7,2,2,0,2,4,5,1954,1954,1,0,8,8,2,0,3,4,1,3,3,3,3,552,5,0,342,894,1,0,1,4,0,0,894,0,0,1,0,3,1,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,5,2007,8,0,11.60823564
978,980,20,3,8816,1,3,3,0,0,0,19,1,2,0,2,5,6,1963,1963,1,0,12,13,2,0,3,4,2,3,3,3,4,651,5,0,470,1121,1,4,1,4,0,0,1121,1,0,1,0,3,1,3,6,0,5,2,2,4,4,2,0,80,0,0,0,0,0,6,2009,8,4,11.84222921
979,981,85,3,12122,1,0,3,0,0,0,12,2,2,0,6,7,9,1961,2007,1,0,5,5,3,210,0,4,1,3,3,0,0,867,5,0,77,944,1,2,1,4,0,0,999,1,0,1,0,3,1,0,6,0,1,1,2,4,4,2,144,76,0,0,0,0,0,7,2008,8,4,12.0917835
980,982,60,3,12203,1,0,3,0,0,0,15,2,2,0,5,8,5,1998,1999,3,0,12,13,1,975,2,4,2,2,3,3,2,854,5,0,371,1225,1,0,1,4,1336,0,2612,1,0,2,1,4,1,2,6,1,1,0,3,4,4,2,250,0,0,0,0,0,0,7,2009,8,4,12.72486644
981,983,20,3,3182,1,3,3,0,4,0,0,2,2,0,2,7,5,2007,2007,1,0,12,13,1,16,2,4,2,2,3,0,5,0,5,0,1266,1266,1,0,1,4,0,0,1266,0,0,2,0,2,1,2,6,1,1,0,2,4,4,2,100,16,0,0,0,0,0,3,2008,8,4,11.98227263
982,984,60,3,11250,1,3,3,0,0,0,5,2,2,0,5,8,5,2002,2002,1,0,5,5,2,0,2,4,2,2,3,2,5,0,5,0,1128,1128,1,0,1,4,1141,0,2290,0,0,2,1,4,1,2,6,1,1,2,2,4,4,2,0,0,0,0,0,0,0,5,2008,8,4,12.45254202
983,985,90,3,10125,1,3,3,0,4,0,11,2,2,2,0,5,5,1977,1977,1,0,9,10,2,0,3,4,1,3,3,3,5,0,5,0,0,0,1,4,1,4,432,0,1734,0,0,2,0,4,2,2,6,0,1,2,2,4,4,2,0,0,0,0,0,0,0,8,2009,0,4,11.74403719
984,986,190,3,10880,1,3,3,0,4,0,7,2,2,1,2,5,5,1950,1950,1,0,8,8,2,0,3,4,1,3,3,3,0,1040,5,0,124,1164,2,4,0,4,0,0,1164,1,0,1,0,3,1,3,6,0,5,2,1,4,4,2,0,48,0,0,0,0,0,8,2008,3,4,11.73606902
985,987,50,4,5310,1,3,3,0,0,0,17,1,2,0,0,6,8,1910,2003,3,0,12,13,2,0,3,2,1,3,0,3,5,0,5,0,485,485,1,2,1,4,634,0,1635,0,0,1,0,2,1,2,6,0,1,2,1,1,4,2,394,0,0,0,0,0,0,6,2006,8,4,11.66992921
